;Id;TA_RULE;TA_COUNTER;TA_TOKEN;TA_LANGUAGE;TA_TYPE;TA_NORMALIZED;TA_STEM;TA_PARAGRAPH;TA_SENTENCE;TA_CREATED_AT;TA_OFFSET;TA_PARENT
824;805540010296418304;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
448;805544291993092096;Entity Extraction;5;Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
76;805549998385627136;Entity Extraction;5;charlotte;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;50;Error in reading value (type 4): rs.getBigInt(...) is null
949;805540004168507392;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
24;805548408291389440;Entity Extraction;5;https://t.co/qo2fLuIL3Q;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;63;Error in reading value (type 4): rs.getBigInt(...) is null
335;805545388937740288;Entity Extraction;5;Hillary;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;53;Error in reading value (type 4): rs.getBigInt(...) is null
819;805540010631970816;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
640;805540956229562368;Entity Extraction;5;https://t.co/7aIXgHEZgw;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;72;Error in reading value (type 4): rs.getBigInt(...) is null
814;805540010871046144;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
188;805547617744605184;Entity Extraction;5;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;61;Error in reading value (type 4): rs.getBigInt(...) is null
440;805544067597828096;Entity Extraction;5;Donald Trump Win;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;66;Error in reading value (type 4): rs.getBigInt(...) is null
809;805540010891952128;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
83;805549548106121216;Entity Extraction;5;hillaryclinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
944;805540005896601600;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
345;805545257643442176;Entity Extraction;5;Hillary;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;53;Error in reading value (type 4): rs.getBigInt(...) is null
804;805540011462430721;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
799;805540011726622720;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
794;805540013224050688;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
629;805541178670280704;Entity Extraction;5;changemaker;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;64;4
432;805544401833488385;Entity Extraction;5;PENNSYLVANIA;en;REGION/MAJOR;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;26;Error in reading value (type 4): rs.getBigInt(...) is null
197;805547354526982144;Entity Extraction;5;https://t.co/1NXtkrrDmO;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;80;Error in reading value (type 4): rs.getBigInt(...) is null
89;805549476177973249;Entity Extraction;5;charlotte;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;50;Error in reading value (type 4): rs.getBigInt(...) is null
425;805545039854059521;Entity Extraction;5;important;en;WeakPositiveSentiment;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;72;4
355;805549680314687488;Entity Extraction;5;#MAGA;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;3;4;Mon, 05 Dec 2016 05:19:06 GMT;129;Error in reading value (type 4): rs.getBigInt(...) is null
939;805540006475354113;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
934;805540005728788480;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
622;805541944403165184;Entity Extraction;5;ElectoralCollege;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;75;Error in reading value (type 4): rs.getBigInt(...) is null
418;805545040911200257;Entity Extraction;5;HillaryClinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
361;805546908496240640;Entity Extraction;5;Trump;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;24;Error in reading value (type 4): rs.getBigInt(...) is null
203;805547236868390912;Entity Extraction;5;the hardest-hit manufacturing communities;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;29;1
789;805540013320482816;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
784;805540017674125313;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
775;805540011907002369;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
96;805548756804530176;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;79;Error in reading value (type 4): rs.getBigInt(...) is null
29;805547502736916480;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;85;Error in reading value (type 4): rs.getBigInt(...) is null
770;805540011915386880;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
212;805551062031548416;Entity Extraction;5;current cu;en;NOUN_GROUP;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;105;Error in reading value (type 4): rs.getBigInt(...) is null
407;805545048452513792;Entity Extraction;5;Frivolous;en;WeakNegativeSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;3
402;805545214572109824;Entity Extraction;5;ht;en;WEAPON/CHEMICAL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;137;Error in reading value (type 4): rs.getBigInt(...) is null
373;805546689826353152;Entity Extraction;5;ht;en;WEAPON/CHEMICAL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;137;Error in reading value (type 4): rs.getBigInt(...) is null
397;805545394625282049;Entity Extraction;5;ht;en;WEAPON/CHEMICAL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;137;Error in reading value (type 4): rs.getBigInt(...) is null
392;805546133913096192;Entity Extraction;5;https://t.co/5Z8oRUMKsr;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
765;805540011915390976;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
378;805546599908679680;Entity Extraction;5;recount;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;48;Error in reading value (type 4): rs.getBigInt(...) is null
760;805540011919581184;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
603;805540681963827200;Entity Extraction;5;today;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;38;3
102;805547991436238848;Entity Extraction;5;https://t.co/lSZhXHklR0;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;70;Error in reading value (type 4): rs.getBigInt(...) is null
386;805546375660322816;Entity Extraction;5;Scary;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;64;Error in reading value (type 4): rs.getBigInt(...) is null
878;805540008601890816;Entity Extraction;4;https://t.co/XN4a8UWmeR;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
754;805540012116742144;Entity Extraction;4;https://t.co/4kgx7j9j6I;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
377;805546599908679680;Entity Extraction;4;federal court;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
391;805546133913096192;Entity Extraction;4;#election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;69;Error in reading value (type 4): rs.getBigInt(...) is null
4;805547576661516288;Entity Extraction;4;https://t.co/qxiJ5x8ZSQ;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
396;805545394625282049;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;123;Error in reading value (type 4): rs.getBigInt(...) is null
993;805540003170291712;Entity Extraction;4;https://t.co/D0W2OJuhDt;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
401;805545214572109824;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;123;Error in reading value (type 4): rs.getBigInt(...) is null
372;805546689826353152;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;123;Error in reading value (type 4): rs.getBigInt(...) is null
988;805540003904307200;Entity Extraction;4;https://t.co/ibHExjk1aE;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
406;805545048452513792;Entity Extraction;4;Jill-Hill Recount;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;3
983;805540004638244864;Entity Extraction;4;https://t.co/wviybpi6Vg;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
10;805547517291151361;Entity Extraction;4;https://t.co/XET3N1nB57;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;60;Error in reading value (type 4): rs.getBigInt(...) is null
978;805540005170905088;Entity Extraction;4;https://t.co/XBiETiWsJu;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
417;805545040911200257;Entity Extraction;4;ImWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;51;Error in reading value (type 4): rs.getBigInt(...) is null
360;805546908496240640;Entity Extraction;4;Trump;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;24;5
973;805540006370521088;Entity Extraction;4;https://t.co/8FJhfDY9uz;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
424;805545039854059521;Entity Extraction;4;important;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;72;Error in reading value (type 4): rs.getBigInt(...) is null
354;805549680314687488;Entity Extraction;4;loose;en;MinorProblem;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;80;3
968;805540000720748544;Entity Extraction;4;https://t.co/zSNaNY5X10;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
431;805544401833488385;Entity Extraction;4;Thank you PENNSYLVANIA;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;16;Error in reading value (type 4): rs.getBigInt(...) is null
344;805545257643442176;Entity Extraction;4;Recount;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
17;805547470109503488;Entity Extraction;4;https://t.co/nokKwBjdv0;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
963;805540000745996288;Entity Extraction;4;https://t.co/rVzdcucIVW;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
439;805544067597828096;Entity Extraction;4;Bernie Sanders;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;42;Error in reading value (type 4): rs.getBigInt(...) is null
334;805545388937740288;Entity Extraction;4;Recount;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
958;805540001832255489;Entity Extraction;4;https://t.co/49jHSMLyEo;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
447;805544291993092096;Entity Extraction;4;Trump;en;NeutralSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;29;2
324;805545604445327362;Entity Extraction;4;Recount;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
953;805540003229011968;Entity Extraction;4;https://t.co/0EFTv8uvRM;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
454;805543896138862592;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;123;Error in reading value (type 4): rs.getBigInt(...) is null
23;805548408291389440;Entity Extraction;4;uzbekistan;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;49;Error in reading value (type 4): rs.getBigInt(...) is null
459;805543881588621312;Entity Extraction;4;https://t.co/2rH4HvZKod;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;90;Error in reading value (type 4): rs.getBigInt(...) is null
948;805540004168507392;Entity Extraction;4;https://t.co/abBb0q3Kqe;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
463;805543850316070912;Entity Extraction;4;Budget To Avoid Criticism;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;65;Error in reading value (type 4): rs.getBigInt(...) is null
317;805545660300795904;Entity Extraction;4;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
943;805540005896601600;Entity Extraction;4;https://t.co/i2Wn2HyPYO;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
471;805543752190361601;Entity Extraction;4;violent islamaphobia;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;73;Error in reading value (type 4): rs.getBigInt(...) is null
938;805540006475354113;Entity Extraction;4;https://t.co/mT1EtXOgKb;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
305;805545663450808322;Entity Extraction;4;ImWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
478;805544200313991172;Entity Extraction;4;Election201;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;2;2;Mon, 05 Dec 2016 05:19:06 GMT;128;Error in reading value (type 4): rs.getBigInt(...) is null
28;805547502736916480;Entity Extraction;4;https://t.co/Sqom2KgfbN;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;60;Error in reading value (type 4): rs.getBigInt(...) is null
482;805543213331312640;Entity Extraction;4;Mistake;en;MinorProblem;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;49;5
933;805540005728788480;Entity Extraction;4;https://t.co/TKAzRAa5ft;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
298;805546002920960001;Entity Extraction;4;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
928;805540006882263040;Entity Extraction;4;https://t.co/sPAObld9g3;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
492;805543618085720064;Entity Extraction;4;Hillary;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
293;805546266788818944;Entity Extraction;4;#election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;69;Error in reading value (type 4): rs.getBigInt(...) is null
923;805540007414927360;Entity Extraction;4;https://t.co/08Kf50kwTn;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
289;805546287093288960;Entity Extraction;4;https://t.co/UbjXSdAps8;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;79;Error in reading value (type 4): rs.getBigInt(...) is null
500;805541119052288000;Entity Extraction;4;@alanalentin;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;52;Error in reading value (type 4): rs.getBigInt(...) is null
918;805540007523983360;Entity Extraction;4;https://t.co/FICLcHhtyY;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
282;805546326339551232;Entity Extraction;4;ImWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;51;Error in reading value (type 4): rs.getBigInt(...) is null
508;805540018211078145;Entity Extraction;4;https://t.co/vjzCK2tZ5F;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
37;805550499382575104;Entity Extraction;4;@thenation;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;57;Error in reading value (type 4): rs.getBigInt(...) is null
513;805540015941877760;Entity Extraction;4;https://t.co/5BeX9hsZPv;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
913;805540006395641856;Entity Extraction;4;https://t.co/twfO1bQvwl;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
518;805540015195336705;Entity Extraction;4;https://t.co/oQgJf1XFA7;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
275;805546328738725889;Entity Extraction;4;ImWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;51;Error in reading value (type 4): rs.getBigInt(...) is null
908;805540007389720576;Entity Extraction;4;https://t.co/EK3v9e9msk;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
529;805541568388169729;Entity Extraction;4;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;42;Error in reading value (type 4): rs.getBigInt(...) is null
903;805540007595294720;Entity Extraction;4;https://t.co/iUT7ESgw2D;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
535;805540016839499777;Entity Extraction;4;https://t.co/n6KqqctG4X;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
45;805549639000653824;Entity Extraction;4;https://t.co/uRyZ1x9Tlu;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;35;Error in reading value (type 4): rs.getBigInt(...) is null
540;805540015589597184;Entity Extraction;4;https://t.co/OUn47ejsyY;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
898;805540006764769280;Entity Extraction;4;https://t.co/VSzsiWh2V1;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
545;805542193574219777;Entity Extraction;4;FoxNews;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
264;805546691751358464;Entity Extraction;4;federal court;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
893;805540008018853889;Entity Extraction;4;https://t.co/u3UZXNuue2;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
554;805543401944993792;Entity Extraction;4;https://t.co/cnLtTHuG5d;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;66;Error in reading value (type 4): rs.getBigInt(...) is null
259;805546884748210176;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;123;Error in reading value (type 4): rs.getBigInt(...) is null
888;805540008094380032;Entity Extraction;4;https://t.co/TBItaRTdco;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
563;805540939716501504;Entity Extraction;4;November;en;MONTH;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
49;805548441875136512;Entity Extraction;4;happy;en;WeakPositiveSentiment;;;1;3;Mon, 05 Dec 2016 05:19:06 GMT;57;3
254;805548508627476480;Entity Extraction;4;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;103;Error in reading value (type 4): rs.getBigInt(...) is null
883;805540008333438976;Entity Extraction;4;https://t.co/kf8QUNl8uW;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
571;805540636640165888;Entity Extraction;4;Jill-Hill Recount;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;17;3
998;805540002767589376;Entity Extraction;4;https://t.co/3eOu7G9t05;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
244;805548912534847488;Entity Extraction;4;#Wisconsin;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;66;Error in reading value (type 4): rs.getBigInt(...) is null
873;805540008979402752;Entity Extraction;4;https://t.co/eGG9AXnzVX;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
58;805550819852582912;Entity Extraction;4;https://t.co/uRyZ1x9Tlu;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;35;Error in reading value (type 4): rs.getBigInt(...) is null
582;805540099803021316;Entity Extraction;4;Donald Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;51;Error in reading value (type 4): rs.getBigInt(...) is null
868;805540009000333312;Entity Extraction;4;https://t.co/btULYVjAJu;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
233;805549420418859008;Entity Extraction;4;realDonaldTrump;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;30;Error in reading value (type 4): rs.getBigInt(...) is null
589;805540014369087488;Entity Extraction;4;https://t.co/Qbudybl93E;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
863;805540009201668097;Entity Extraction;4;https://t.co/gOWUZlKmnA;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
594;805543334789992448;Entity Extraction;4;Thank you PENNSYLVANIA;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;16;Error in reading value (type 4): rs.getBigInt(...) is null
225;805549461434994688;Entity Extraction;4;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;30;Error in reading value (type 4): rs.getBigInt(...) is null
217;805549845633179650;Entity Extraction;4;https://t.co/Y14wpzumJc;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;73;Error in reading value (type 4): rs.getBigInt(...) is null
858;805540009398779904;Entity Extraction;4;https://t.co/4ELCdONyen;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
602;805540681963827200;Entity Extraction;4;relevant;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;3
